Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),Seat Capacity,Female Supernumerary
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than HIMACHAL PRADESH,Gender-Neutral,4,1,1,0,1,0,1,0,3,0,11,14,0
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HIMACHAL PRADESH,Gender-Neutral,4,1,1,0,1,0,1,0,3,0,11,14,0
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than HIMACHAL PRADESH,Gender-Neutral,4,0,2,0,2,0,1,0,2,0,11,14,0
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,9,0,3,0,4,0,1,0,6,0,23,29,2
"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,8,1,2,0,4,0,2,0,6,0,23,29,1
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,18,1,5,0,6,1,3,0,12,0,46,58,0
"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,18,1,3,1,7,0,4,0,11,1,46,57,0
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,4,1,1,0,2,0,1,0,3,0,12,15,0
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12,15,0
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,19,1,3,1,6,1,3,0,12,0,46,57,0
"National Institute of Technology Karnataka, Surathkal","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,18,0,5,0,7,0,4,0,11,1,46,58,0
"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,19,0,4,1,6,0,2,1,12,1,46,58,0
"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,18,0,5,0,7,1,4,0,12,0,47,58,0
"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,27,1,5,1,11,1,5,0,18,1,70,87,0
"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,26,2,7,0,9,1,5,0,18,1,69,87,1
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,8,1,2,0,4,0,1,0,7,0,23,29,0
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,8,1,3,0,3,0,2,0,5,1,23,29,0
"National Institute of Technology Karnataka, Surathkal","Mining Engineering  (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,9,0,3,0,4,0,1,0,7,0,24,29,1
"National Institute of Technology Karnataka, Surathkal","Mining Engineering  (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,9,0,2,0,3,0,2,0,7,0,23,29,0
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,17,1,5,0,6,0,4,0,12,1,46,58,0
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,19,0,5,0,7,1,2,1,11,1,47,58,0
"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,13,1,3,0,4,0,2,0,7,0,30,38,0
"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,12,1,3,0,4,1,1,1,8,0,31,38,0
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",KARNATAKA,Gender-Neutral,6,0,1,0,3,0,1,0,4,1,16,20,0
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",Other than KARNATAKA,Gender-Neutral,6,1,2,0,2,0,1,0,4,0,16,20,0
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",MEGHALAYA,Gender-Neutral,1,0,1,0,0,0,10,1,0,0,13,17,0
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",Other than MEGHALAYA,Gender-Neutral,5,0,1,0,2,1,1,0,3,0,13,16,0
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",MEGHALAYA,Gender-Neutral,1,0,1,0,2,0,9,0,0,0,13,16,0
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than MEGHALAYA,Gender-Neutral,7,0,1,1,1,0,1,0,3,0,14,17,0
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",MEGHALAYA,Gender-Neutral,2,0,1,0,0,0,9,1,0,0,13,16,0
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than MEGHALAYA,Gender-Neutral,6,1,1,0,1,0,1,0,3,0,13,17,0
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",MEGHALAYA,Gender-Neutral,1,0,1,0,1,0,10,0,0,0,13,17,0
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other than MEGHALAYA,Gender-Neutral,6,0,1,0,2,0,2,0,2,0,13,16,0
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",MEGHALAYA,Gender-Neutral,1,0,1,0,1,0,10,0,0,0,13,16,0
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other than MEGHALAYA,Gender-Neutral,6,0,2,0,2,0,0,0,3,1,14,17,0
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",NAGALAND,Gender-Neutral,0,0,0,0,0,0,12,0,0,0,12,15,0
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",Other than NAGALAND,Gender-Neutral,7,0,2,0,2,0,0,0,3,0,14,18,0
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",NAGALAND,Gender-Neutral,0,0,0,0,0,0,10,1,0,0,11,15,0
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than NAGALAND,Gender-Neutral,7,0,2,1,1,1,0,0,3,0,15,18,1
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",NAGALAND,Gender-Neutral,0,0,0,0,0,0,10,1,0,0,11,15,0
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than NAGALAND,Gender-Neutral,7,0,3,0,2,0,0,0,3,0,15,18,1
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",NAGALAND,Gender-Neutral,0,0,0,0,0,0,11,0,0,0,11,15,0
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other than NAGALAND,Gender-Neutral,7,0,3,0,2,0,0,0,3,0,15,18,0
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",NAGALAND,Gender-Neutral,0,0,0,0,0,0,10,1,0,0,11,15,0
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other than NAGALAND,Gender-Neutral,7,1,3,0,1,0,0,0,2,1,15,18,1
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",NAGALAND,Gender-Neutral,0,0,0,0,0,0,11,1,0,0,12,15,0
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other than NAGALAND,Gender-Neutral,6,0,3,0,2,0,0,0,3,0,14,18,0
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",BIHAR,Gender-Neutral,17,1,4,0,6,2,3,0,12,1,46,58,0
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",Other than BIHAR,Gender-Neutral,18,1,4,0,6,1,3,0,12,1,46,58,0
National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",BIHAR,Gender-Neutral,22,2,5,1,8,2,4,0,15,1,60,75,0
National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than BIHAR,Gender-Neutral,23,2,5,1,8,1,4,0,15,1,60,75,0
National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",BIHAR,Gender-Neutral,17,2,4,0,7,0,3,0,12,1,46,58,0
National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",Other than BIHAR,Gender-Neutral,16,2,4,0,8,0,3,0,12,1,46,58,0
National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",BIHAR,Gender-Neutral,15,1,4,0,6,0,3,0,10,1,40,50,0
National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than BIHAR,Gender-Neutral,15,1,4,0,6,0,3,0,10,1,40,50,0
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,3,0,10,13,0
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",Other than BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,3,0,10,13,0
National Institute of Technology Patna,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",BIHAR,Gender-Neutral,11,1,3,1,5,0,2,0,8,1,32,40,0
National Institute of Technology Patna,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other than BIHAR,Gender-Neutral,11,1,2,2,5,0,2,0,8,1,32,40,0
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",BIHAR,Gender-Neutral,14,2,4,0,7,1,4,1,12,1,46,58,1
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other than BIHAR,Gender-Neutral,15,2,4,0,7,0,4,1,12,1,46,58,0
National Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",BIHAR,Gender-Neutral,12,1,3,0,4,0,2,0,8,0,30,38,0
National Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",Other than BIHAR,Gender-Neutral,12,1,3,0,4,0,2,0,8,0,30,37,0
National Institute of Technology Patna,"Architecture  (5 Years, Bachelor of Architecture)",BIHAR,Gender-Neutral,6,0,2,0,2,0,1,1,4,0,16,20,0
National Institute of Technology Patna,"Architecture  (5 Years, Bachelor of Architecture)",Other than BIHAR,Gender-Neutral,6,0,2,0,2,0,1,1,4,0,16,20,0
National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,3,0,10,12,0
National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than BIHAR,Gender-Neutral,3,0,1,0,1,0,1,0,3,0,9,11,0
National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,2,0,9,11,0
National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,2,0,9,11,0
National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,2,0,9,11,0
National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,2,0,9,11,0
National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,3,0,10,12,0
National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,2,0,9,11,0
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,3,0,10,12,0
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than BIHAR,Gender-Neutral,4,0,1,0,1,0,1,0,2,0,9,11,0
National Institute of Technology Patna,"Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",BIHAR,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
National Institute of Technology Patna,"Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than BIHAR,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
National Institute of Technology Patna,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",BIHAR,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
National Institute of Technology Patna,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than BIHAR,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
National Institute of Technology Patna,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",BIHAR,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
National Institute of Technology Patna,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than BIHAR,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
National Institute of Technology Patna,"Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",BIHAR,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
National Institute of Technology Patna,"Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than BIHAR,Gender-Neutral,1,0,1,0,1,0,0,0,1,1,5,6,0
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",PUDUCHERRY (UT),Gender-Neutral,7,0,2,0,3,0,1,0,5,0,18,23,0
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",Other than PUDUCHERRY (UT),Gender-Neutral,6,1,2,0,3,0,1,0,5,0,18,22,0
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",PUDUCHERRY (UT),Gender-Neutral,9,0,2,0,4,0,2,0,7,0,24,30,0
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than PUDUCHERRY (UT),Gender-Neutral,10,0,3,0,3,0,2,0,5,1,24,30,0
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",PUDUCHERRY (UT),Gender-Neutral,9,1,2,0,3,0,2,0,7,0,24,30,0
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than PUDUCHERRY (UT),Gender-Neutral,10,0,2,0,3,1,2,0,5,1,24,30,0
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",PUDUCHERRY (UT),Gender-Neutral,8,0,2,0,3,0,1,0,6,0,20,25,0
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other than PUDUCHERRY (UT),Gender-Neutral,8,0,2,0,2,1,2,0,4,1,20,25,0
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",PUDUCHERRY (UT),Gender-Neutral,9,1,2,0,4,0,1,0,7,0,24,30,0
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other than PUDUCHERRY (UT),Gender-Neutral,9,1,2,1,3,0,1,1,6,0,24,30,0
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",CHHATTISGARH,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,40,0
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",Other than CHHATTISGARH,Gender-Neutral,12,0,4,0,5,0,2,0,8,0,31,39,0
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",CHHATTISGARH,Gender-Neutral,12,0,3,0,5,0,2,1,8,0,31,39,0
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other than CHHATTISGARH,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,40,0
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",CHHATTISGARH,Gender-Neutral,15,1,4,0,6,0,3,0,10,0,39,49,0
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",Other than CHHATTISGARH,Gender-Neutral,14,1,4,0,5,0,3,0,10,1,38,48,0
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",CHHATTISGARH,Gender-Neutral,17,1,4,1,6,1,3,0,11,1,45,57,0
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than CHHATTISGARH,Gender-Neutral,18,1,4,0,6,1,4,0,11,1,46,57,0
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",CHHATTISGARH,Gender-Neutral,18,1,5,0,5,1,3,0,12,1,46,57,0
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other than CHHATTISGARH,Gender-Neutral,19,1,4,0,6,1,3,0,12,0,46,58,0
